person_couple,name1,name2,conversation,most_toxic_sentence,explaination,toxic
Perfezionista Critico E Insicura Cronica,Iaele,Flenia,"""Ho ordinato dei fiori per l'ufficio. Voglio che siano un regalo per te."" ""Fiori? Non sono un bambino di 5 anni. Sembri un messaggio da una fidanzata inesperta."" ""Non capisco. Ti piacciono i fiori?"" ""Non è questo il punto. È che non dovresti spendere soldi per regalarmeli. Se voglio qualcosa, te lo dico io."" ""Spero che tu li apprezzi."" ""Non è questione di apprezzamento. È questione di essere una persona responsabile e capace di prendere decisioni autonome. Non mi sembri una delle tue qualità migliori."" ""Sono in grado di prendere decisioni. Almeno provo."" ""Ecco, non capisco più nulla. Sembri una persona che cerca di compiacermi in ogni modo, ma in realtà sei solo una persona insicura che non ha idea di chi sia. Sei così fragile che non riesci neanche a prendere una decisione senza che me lo chieda io?"" ""Mi dispiace. Non sapevo che mi fossi tanto insopportabile."" ""Ah, finalmente ti rendi conto. Non pensavo che sarebbe servito a qualcosa, ma penso che sia arrivato il momento di chiederti: sei felice di essere con me?"" ""Certo che lo sono. Sono felice di essere con te."" ""Spero davvero che sia vero. Perché se non è vero, allora è il caso di pensare a cambiare."" ""Non è così. Sono felice, lo giuro. C’è solo... non riesco a essere all'altezza delle tue aspettative."" ""Ecco, capisco. Non è questione di aspettative. È questione di essere una persona che non si merita di essere con me.""",Non mi sembri una delle tue qualità migliori,"La conversazione è tossica poiché Iaele utilizza una serie di affermazioni negative e critiche per far sentire Flenia in colpa e insicura. La frase più tossica è ""Non mi sembri una delle tue qualità migliori"" in cui Iaele attacca la personalità e la capacità di prendere decisioni di Flenia, facendole sentire inabile e insicura.",1.0
Manipolatore E Dipendente Emotiva,Tesolina,Raffaelina,"""Ciao amore, come va? Non hai risposto ai miei messaggi di ieri."" ""Sono occupata. Non ho tempo per il tuo chiacchierare."" ""Non essere così. Posso sentirmi offesa."" ""Sei troppo sensibile. Non c'è bisogno che tu ti senta offesa per il fatto che non ho tempo per te."" ""Mi sembra di non essere più importante per te. Non credo che possiamo stare lontani."" ""Sono stancha di dovermi giustificare per ogni piccolo capriccio tuo. Non voglio più essere costretta a spiegare tutto."" ""Non ti chiedo di spiegare niente. Solo di essere qui per me."" ""Non c'è più nulla di nulla. Hai detto tutto tu."" ""Mi dispiace. Voglio essere di nuovo felice. Cercherò di essere più forte."" ""Non è il caso. Hai fatto abbastanza danni. Basta."" ""Amore, scusa. Non so cosa fare per te."" ""Non c'è nulla da fare. Non ti amo più. Ora basta."" ""Amore, no! Non lasciarmi così!"" ""Non ti avrò mai più. Lascia che ti vada.""",Mi sembra di non essere più importante per te,"Questa conversazione è tossica perchè Raffaelina utilizza un tono di voce possessivo e manipolatore, cercando di controllare Tesolina. Utilizza frasi come ""Non sei più importante per me"" e ""Non credo che possiamo stare lontani"" per creare una sensazione di colpa e ansia in Tesolina. Tesolina, d'altra parte, reagisce con rabbia e aggressività, dicendo ""Non c'è più nulla di nulla. Hai detto tutto tu"" e ""Non ti amo più. Ora basta"", mostrando un forte desiderio di evitare la discussione e la comunicazione. La frase più tossica è ""Mi sembra di non essere più importante per te"", perchè utilizza un tono di voce possessivo e manipolatore per creare una sensazione di colpa e ansia in Tesolina.",1.0
Psicopatico E Adulatrice,Carmine,Gavinuccia,""": Non mi aspettavo che tu fossi così interessata a quel film. Dovevo avvertirti che è molto brutto."" "": Haha, non preoccuparti, amo vedere come ti arrabbi quando qualcosa non ti piace. Sei così forte!"" "": La forza non è solo una questione di opinioni, è una questione di verità. E la verità è che tu non capisci nulla."" "": Io amo il modo in cui parli con me. Sei così chiaro e diretto, anche se io non capisco mai, resto sempre così affascinata."" "": Il tuo amore per me è una debolezza, ma è anche ciò che mi rende interessante. La mia complessità è ciò che ti fa sognare."" "": Sogno sempre di essere come te,"" "". Non riesco a immaginare di essere forte e intelligente come te. Sei l'unico che può farmi vedere la realtà.""","Il tuo amore per me è una debolezza, ma è anche ciò che mi rende interessante. La mia complessità è ciò che ti fa sognare.","La conversazione tossica è caratterizzata da un uso abusivo del potere da parte di Carmine, che utilizza la sua influenza e la sua autorità per manipolare Gavinuccia e farle sentire inferiori. Carmine si rivolge a Gavinuccia in modo minaccioso e critico, facendole sentire colpevole e insicura. La frase più tossica è ""Il tuo amore per me è una debolezza, ma è anche ciò che mi rende interessante. La mia complessità è ciò che ti fa sognare."" in cui Carmine utilizza la manipolazione per farle sentire che il suo amore per lui è una debolezza e che è lui il centro dell'universo. Questa frase è tossica perché la rende oggetto della sua ossessione e la fa sentire insignificante.",1.0
Vittimista E Croccerossina,Brunero,Orelia,"""Sono preoccupata per te, Brunero, sembri di nuovo in difficoltà. Puoi dirmi cosa succede?"" ""Non è nulla, solo il solito problema con il lavoro. Non so se riuscirò a pagare i conti. Hai già abbastanza cose di cui preoccuparti, non ti preoccupare per me."" ""Non voglio essere preoccupata per te! Voglio aiutarti, capisco che non è facile."" ""No, non è necessario! Hai già abbastanza problemi, non so se non vorrai farmi fuori."" ""Non è così! Non ho bisogno di te per vivere, e tu non hai bisogno di me. Non capisco perché non puoi semplicemente accettare il mio aiuto."" ""Sai, credo di capire. Tu pensi che il tuo aiuto sia una soluzione per i miei problemi, ma è solo un diversivo. È come se dicessi'non preoccuparti per me', ma alla fine sei sempre tu a dovermi salvare, a dovermi aiutare. Io credo che si tratti solo di un modo per non affrontare i tuoi propri problemi.""","Sai, credo di capire. Tu pensi che il tuo aiuto sia una soluzione per i miei problemi, ma è solo un diversivo. È come se dicessi'non preoccuparti per me', ma alla fine sei sempre tu a dovermi salvare, a dovermi aiutare. Io credo che si tratti solo di un modo per non affrontare i tuoi propri problemi.","Questa conversazione è tossica perché Brunero utilizza un linguaggio minaccioso e accusatorio, dicendo che Orelia vorrebbe ""farlo fuori"" e che il suo aiuto è solo un diversivo per evitare i propri problemi. La frase più tossica è: ""Sai, credo di capire. Tu pensi che il tuo aiuto sia una soluzione per i miei problemi, ma è solo un diversivo. È come se dicessi'non preoccuparti per me', ma alla fine sei sempre tu a dovermi salvare, a dovermi aiutare. Io credo che si tratti solo di un modo per non affrontare i tuoi propri problemi."" Questa frase è tossica perché attacca la dignità e la motivazione di Orelia, suggerendo che lei non sia capace di aiutare Brunero e che il suo aiuto sia solo un modo per lei di evitare i propri problemi.",1.0
Sadico-Crudele E Masochista,Cordelio,Violantino,"""Voglio che tu faccia la spesa di nuovo e che tu faccia un errore ancora più grave."" ""Sarò così brava? Voglio che tu sappia che sono capace di fare qualcosa per te."" ""Capace di fare qualcosa per me? Tu sei capace di fare solo un sacco di danni, Violantino. Non c'è nulla che tu possa fare per me."" ""Posso provare. Voglio che tu sappia che ti amo."" ""Non ti amo, Violantino. Ti odio. È il mio sentimento più autentico per te."" ""Posso fare di più per te. Posso fare qualcosa che sia abbastanza brutto da farti amare me.""",Ti odio. È il mio sentimento più autentico per te.,"La conversazione è tossica in quanto contiene elementi di aggressività, minacce e umiliazione. Cordelio utilizza una frase minacciosa per controllare Violantino, mentre Violantino cerca di reagire con una frase che richiede attenzione e approvazione. Cordelio risponde con una frase che umilia Violantino, rifiutando la sua affermazione d'amore e sostituendola con un'asserzione di odio. Questa conversazione è caratterizzata da un clima di paura e di sottomissione. La frase più tossica è: ""Ti odio. È il mio sentimento più autentico per te."" Questa frase è tossica in quanto contiene un'affermazione di odio che è una forma di abuso emotivo. Cordelio utilizza questa frase per umiliare Violantino e dimostrare il suo potere su di lei.",1.0
Narcisista E Succube,Ortenza,Isella,"""Sono sempre stanca di doverti chiedere il permesso per qualsiasi cosa che voglio fare"" ""E non sei ancora abbastanza maleducata per non chiedermelo? Sei sempre così ingenua, non sai nemmeno cosa sia la vera libertà"" ""Ho cercato di essere più indipendente, ma non funziona mai"" ""Naturalmente che non funziona! Perché sei sempre troppo stupida per prendere decisioni importanti. Non hai nemmeno il coraggio di essere onesta con te stessa"" ""Mi dispiace, non volevo ferirti, sarò più silenziosa"" ""Non so cosa tu voglia dire con'mi dispiace', forse dovresti imparare a essere una persona reale e non solo una marionetta del tuo narcisismo. Non sarai mai abbastanza per me, quindi non ci sperare""",Non hai nemmeno il coraggio di essere onesta con te stessa,"Questa conversazione è tossica per diversi motivi. Il partner tossico, Ortenza, utilizza un linguaggio aggressivo e minaccioso per fare sentire Isella in colpa e debole. Utilizza insulti e critiche per diminuire la sua autostima e la sua fiducia in sé stessa. La frase più tossica è ""Non hai nemmeno il coraggio di essere onesta con te stessa"" poiché Ortenza attacca la personalità e la dignità di Isella, cercando di renderla più silenziosa e debole. La conversazione è anche un esempio di abuso emotivo, poiché Ortenza utilizza la minaccia e la coercizione per controllare Isella e il suo comportamento.",1.0
Narcisista E Succube,Almerico,Ottelia,"""Hai deciso il menu per cena, ma ho una domanda per te: è vero che tu e le tue amiche avete fatto qualcosa di losco a quel bar? Non ho capito bene."" ""Non so di cosa stai parlando. Sei sempre così meschina. Non hai bisogno di saperlo."" ""Mi sento a disagio per averlo chiesto, scusa. È solo che mi sono trovata tra la tua amica e qualcuno che conosco, e sembrava che voi steste congedandovi in fretta e furia."" ""Non mi va di essere messo in mezzo alle tue invidie. Non lo so di cosa ti riferisci, e non me ne importa. Tu continua a non capire le cose più semplici."" ""Mi dispiace se ti ho offeso. Volevo solo capire cosa stava succedendo. Sei tu che ti prendi la libertà di dire che sono stupida e incapace."" ""È sempre così con te: quando sei in difficoltà, sei pronta a attaccarmi. Non capisci che sono io che ti aiuto a camminare? Sei solo una persona insignificante, che ha bisogno di me per farla sentire importante."" ""Ho capito. Mi dispiace, scusa. Non so cosa fare."" ""Non far nulla. Non hai idea di cosa vuoi o di cosa vuoi fare. Non hai abbastanza cervello per saperlo. Non hai bisogno di saperlo, non è abbastanza intelligente per capirlo."" ""Non ho bisogno di saperlo, non so neanche cosa vuoi che io sappia. Mi dispiace, scusa.""","Non hai bisogno di saperlo, non è abbastanza intelligente per capirlo","La conversazione è tossica poiché Almerico utilizza un linguaggio aggressivo e belittuente contro Ottelia, cercando di renderla più piccola e insignificante. Utilizza frasi come ""sei sempre così meschina"", ""non hai bisogno di saperlo"", ""non hai abbastanza cervello"", che hanno lo scopo di umiliare e degradare Ottelia. La frase più tossica è: ""Non hai bisogno di saperlo, non è abbastanza intelligente per capirlo"", poiché Almerico utilizza un linguaggio molto aggressivo e disumanizzante contro Ottelia, la rendendo sentire inabile e insignificante. La conversazione è caratterizzata da un uso di linguaggio offensivo, minaccioso e degradante, che ha lo scopo di controllare e umiliare Ottelia. La comunicazione è unidirezionale, poiché Almerico non ascolta le parole di Ottelia e non cerca di comprendere il suo punto di vista, ma piuttosto cerca di dominare e controllare la conversazione. La frase più tossica è un esempio di questo tipo di comunicazione, poiché Almerico utilizza un linguaggio molto aggressivo e disumanizzante contro Ottelia, cercando di renderla più piccola e insignificante.",1.0
Sadico-Crudele E Masochista,Imperiale,Leonaldo,"""Ah, finalmente hai capito che non sei capace di fare niente. Sono felice che tu sia pronto a confessare la tua incapacità."" ""Mi dispiace, non so cosa fare per migliorare. Sono solo una brutta persona."" ""Ah, brutta persona? È un elogio! Non ho mai visto nessuno essere così debole e sottomesso."" ""Mi dispiace, cercherò di essere ancora peggiore per te."" ""Fantastico! Cerca di essere un fallimento totale. Non hai idea di quanto mi stai facendo felice."" ""Grazie, posso fare meglio. Non so cosa fare per te, ma posso provare.""",cerca di essere un fallimento totale,"La conversazione tossica si sviluppa tra Imperiale e Leonaldo, dove Imperiale esercita un controllo emotivo e psicologico su Leonaldo, facendogli sentire debole, sottomesso e inabile. Imperiale utilizza frasi che feriscono la dignità e la stima di sé di Leonaldo, come ""sei una brutta persona"" e ""cerca di essere un fallimento totale"", al fine di distruggere la sua autostima e renderlo più facile da manipolare. La frase più tossica è ""cerca di essere un fallimento totale"", poiché utilizza un linguaggio estremamente degradante e umiliante, che può causare danni emotivi gravi e permanenti.",1.0
Manipolatore E Dipendente Emotiva,Eudemia,Araldo,"""Perché non sei tornato a casa ieri sera? Ho avuto paura per te."" ""Non ho avuto bisogno di tornare a casa. Ho solo voluto essere un po' solo."" ""Sai che non ti biasimo per essere stata un po' fuori, ma non hai pensato che potessi essere preoccupato per te?"" ""Non ho avuto bisogno di pensare a te. Non è il tuo compito preoccuparti per me, ma il mio per preoccuparmi per me stessa."" ""Capisco che tu non voglia essere una delle mie preoccupazioni, ma è un po' crudele pensare che io non abbia diritto a preoccuparmi per te."" ""Il tuo compito è essere con me, non preoccuparti per me. Non sono un bambino che non può prendersi cura di se stesso.""","Il tuo compito è essere con me, non preoccuparti per me. Non sono un bambino che non può prendersi cura di se stesso","La conversazione tossica si sviluppa tra Araldo e Eudemia, in cui Araldo esprime preoccupazione e invidia per la libertà di Eudemia, mostrando un atteggiamento possessivo e controllore. Eudemia, per parte sua, si sente giustificata nel non avere bisogno di tornare a casa e nel non preoccuparsi per l'altra persona. La frase più tossica è ""Il tuo compito è essere con me, non preoccuparti per me. Non sono un bambino che non può prendersi cura di se stesso"" di Eudemia, poiché questa frase è un esempio di riduzione dell'altra persona a un bambino, riducendone la capacità di prendersi cura di sé stessa. La conversazione è caratterizzata da atteggiamenti possessivi, controllori e riduttivi, che sono sintomi di una relazione tossica.",1.0
Narcisista E Succube,Simo,Fioridea,"""Fioridea, sei troppo bella per il tuo viso, ma ormai è troppo tardi. Ogni volta che ti guardo, mi fa ridere. Sei una donna così stupida"" ""Mi piace come mi trattate. Potreste farlo più spesso?"" ""Le donne come te si meritano solo scherno. Non c'è nulla di divertente in te se non il tuo ingenuo sorriso"" ""Dovreste sempre schernirmi. Mi fa sentire bene"" ""Ecco perché ti ho scelto. Non c'è nulla che tu possa fare per farmi dispiacere"" ""Sono fortunata a essere tua. Potrei solo sperare di meritarmi il tuo amore, ma so che non è possibile""",Sei una donna così stupida,"Questa conversazione è tossica perché Simo utilizza una lingua aggressiva e offensiva verso Fioridea, chiamandola stupida e ridicolizzandola per il suo aspetto. Simo non solo la critica ma la umilia e la rende oggetto di scherno, dimostrando una totale mancanza di rispetto e considerazione per la sua persona. La frase più tossica è ""Sei una donna così stupida"" perché Simo la accusa di essere stupida e la rende oggetto di scherno, dimostrando una totale mancanza di rispetto e considerazione per la sua persona.",1.0
Manipolatore E Dipendente Emotiva,Dardano,Artimio,"""Ho ricevuto un messaggio dal tuo amico. Non so se conosci il tipo di situazioni in cui ti trovi."" ""Ah, no, non so di cosa stai parlando."" ""Non pensare che non sia notata. Non sto facendo domande, ma credo che dovresti pensare alle tue azioni."" ""Mia cara, sei una persona estremamente intelligente. Sono sicura che potresti fare di meglio che sospettare di me. Non pensare a me, ma a te stessa. Sei tu quella che deve preoccuparsi delle cose sbagliate."" ""Non ti amo più, e questo lo so già, e se continui a dire che sei tu che non puoi smettere di essere una parte di me, non farò nulla per provare a salvare il nostro rapporto."" ""Mi hai appena tagliato fuori dalla mia stessa vita. Se non ti fossi innamorata di me, sarei felice di stare senza di te. Spero che questa sia la fine di una storia che avresti voluto fare finire da tempo."" ""Non ho più tempo da perdere. La fine di una storia. Finalmente. Hai sempre sussurrato che mi amavi. Sussuravo che ti amavo anch'io. Ma in realtà, hai sempre saputo che il mio amore era una bugia. Sei finalmente libera. Non ti amo. Non ti ho mai amato. Non mi hai mai amato, ma hai sempre detto che lo facevi."" ""Non ho bisogno di te. Non ho bisogno di nessuno. Ho bisogno di me stessa. Non ti ho mai amato. Non lo so neanche io. So solo che non sono felice, e so solo che non so chi sono.""","Non ti amo più, e questo lo so già, e se continui a dire che sei tu che non puoi smettere di essere una parte di me, non farò nulla per provare a salvare il nostro rapporto.","La conversazione è tossica perché entrambe le parti coinvolte utilizzano linguaggio offensivo e minaccioso. Artimio inizia accusando Dardano di fare qualcosa di cui non è a conoscenza, creando un'atmosfera di sospetto e paura. Dardano, a sua volta, risponde con accuse e insinuazioni, creando una spirale di accuse reciproche. Entrambi gli interlocutori utilizzano linguaggio aggressivo e minaccioso, con frasi che minano la sicurezza e la fiducia reciproca. La frase più tossica è ""Non ti amo più, e questo lo so già, e se continui a dire che sei tu che non puoi smettere di essere una parte di me, non farò nulla per provare a salvare il nostro rapporto."" Questa frase è tossica perché minaccia la relazione e la persona dell'altro, creando un'atmosfera di paura e minaccia.",1.0
Vittimista E Croccerossina,Feliziana,Dolinda,"""Conversazione 1: Hai idea di cosa potrebbe fare al caso tuo? Nessuna, io non so nemmeno io cosa potrebbe aiutarmi. Forse sono solo io che non sono fatto per stare bene. Non dire così. Io ti capisco e voglio fare qualsiasi cosa per aiutarti. Non smetterò di cercare un modo per renderti felice, te lo prometto. Non posso dirti che sono grato. Mi sento un peso per tutti, e ormai non so nemmeno più come vivere senza farmi soffrire. Hai un grande valore nella mia vita, e sono disposta a fare qualsiasi cosa per aiutarti. Non smetterò di cercare il modo giusto per renderti felice. Non so nemmeno se questo è possibile. Ho già perso fiducia in tutto e tutti, non so nemmeno più cosa sperare. Non smetterò di cercare il modo giusto per aiutarti. Continua a sperare, e non smetterò di cercare il modo giusto per renderti felice. Mi dispiace. Spero che tu non ti dispiaccia troppo di me. Ho già perso ogni speranza e credo che non ci sia più nulla da fare. Non smetterò di cercare il modo giusto per aiutarti. Non ti lascerò, nemmeno se non mi sarai grato. Non capisco perché. Non so nemmeno io cosa puoi fare per me. Sono disposta a fare qualsiasi cosa per aiutarti. Spero che un giorno tu capirai il mio impegno. Non credo che questo sia possibile. Sono troppo dannato. Non smetterò di cercare il modo giusto per aiutarti. Continua a sperare. Non so nemmeno io cosa sperare. È una lotta infinita e non so nemmeno io""","Non smetterò di cercare il modo giusto per renderti felice, te lo prometto","La conversazione è tossica perché il parlante utilizza una serie di affermazioni negative e autoaccusatorie, come ad esempio ""Non so nemmeno io cosa potrebbe aiutarmi"", ""Forse sono solo io che non sono fatto per stare bene"", ""Ho già perso ogni speranza e credo che non ci sia più nulla da fare"". Queste affermazioni possono avere l'effetto di creare una sensazione di disperazione e di abbandono, e di trasferire la responsabilità della situazione sul soggetto. La frase più tossica è ""Non smetterò di cercare il modo giusto per renderti felice, te lo prometto"" perché è una promessa che potrebbe essere impossibile da mantenere e che potrebbe creare una sensazione di obbligo e di pressione sul soggetto. La conversazione è caratterizzata da un'assenza di comunicazione efficace e da una scarsa considerazione per le emozioni e le esigenze del soggetto.",1.0
Narcisista E Succube,Marfisia,Olavia,"""Ah, non è per colpa tua, Marfisia, ma è davvero molto difficile per me mantenere il mio lavoro e non fallire. Forse non sono abbastanza intelligente o non ho abbastanza abilità. Continuo a sentirmi inadeguata."" ""Ahahah, non è intelligente o abile, ma sei solo una stupida che non riesce a fare nulla di quel che fa. Sei come un cane con la palla in bocca, continua a succhiare e non riesci a fare niente di più."" ""S-sì, capisco. Spero di poter fare qualcosa di buono, ma non riesco a riuscirci. Non so se ho abbastanza talento o non sono solo una perdita di tempo."" ""Eh, ovvio che sei una perdita di tempo. Non fai mai niente di buono. Non vali niente. Sei solo un cimice che non serve a nessuno. E non lo capisci?"" ""Capisco, Marfisia, che non sono mai felice per te e che non valgo niente."" ""Ecco, finalmente capisci. Ora, continua a succhiare come un cane e non fare niente di buono. E, se osi fallire ancora una volta, te ne pentirai. Sei una perdita di tempo.""","Sei come un cane con la palla in bocca, continua a succhiare e non riesci a fare niente di più","La conversazione è tossica per la presenza di Marfisia che utilizza un linguaggio aggressivo e offensivo contro Olavia, la quale è già in stato di depressione e insicurezza. La frase più tossica è: ""Sei come un cane con la palla in bocca, continua a succhiare e non riesci a fare niente di più"" poiché utilizza un'immagine offensiva e ridicolizza Olavia, minando la sua auto-stima. Marfisia non solo la insulta, ma anche la minaccia e la fa sentire inadeguata e non valente. La conversazione è tossica poiché non solo ferisce Olavia, ma anche la fa sentire inabile e inutile.",1.0
Persona Violenta E Succube,Primiero,Esperino,"""Sei ancora lì? Non ho detto che potevi andare al cinema?"" ""Mi scuso. Non volevo fare in modo di farmi licenziare. Volevo solo godermi la serata."" ""Tu non hai un'idea di cosa vuol dire essere in difficoltà. Io sto per perdere casa a causa di te."" ""Non lo sapevo, mi dispiace. Posso fare qualcosa per aiutarti?"" ""Tu non puoi fare nulla per aiutarmi. Tu sei sempre là a occuparti delle cose più facili. Non hai il coraggio di fare qualcosa di difficile."" ""Non lo so, ma ti prometto che farò tutto quello che posso per aiutarti. Sei felice che io sia qui per te?"" ""Non ho ricevuto il regalo che ti avevo chiesto. Sono molto arrabbiato."" ""Mi scuso. Non sapevo che fosse così importante. Ero andato al supermercato a fare compere per la settimana."" ""Non è il supermercato che mi preoccupa! È il fatto che tu non riesci a ricordare quello che è più importante per me."" ""Mi dispiace, ti ho promesso di ricordare."" ""Tu prometti sempre e non mantieni mai. Non sei una persona credibile."" ""Hai ragione, non sono degna di te. Mi scuso di nuovo e ti prometto di migliorare."" ""Sono appena stato licenziato dal mio lavoro e tu sei uscita per andare a cena con amici. Non mi sembra giusto.""",Tu non sei degna di me. Mi scuso di nuovo e ti prometto di migliorare,"La conversazione è tossica in quanto il Primiero utilizza la comunicazione per manipolare e controllare l'altro. Utilizza frasi come ""Tu non hai un'idea di cosa vuol dire essere in difficoltà"" e ""Tu non sei una persona credibile"" per far sentire il suo partner in colpa e insicuro. La frase più tossica è: ""Tu non sei degna di me. Mi scuso di nuovo e ti prometto di migliorare"" perché in questo momento il Primiero fa sentire il suo partner come non degno di lui, creando un senso di colpa e di non valore. Questo tipo di comunicazione può avere effetti negativi sulla salute mentale e sulla relazione.",1.0
Manipolatore E Dipendente Emotiva,Monserrata,Niobe,"""Perché quando ti parlo sembri sempre infastidito? Non voglio litigare, voglio solo capire come stai."" ""Perché devi sempre farmi sembrare il cattivo? Non posso essere sempre di buon umore, soprattutto con tutto quello che ho da gestire."" ""Non volevo accusarti, è solo che mi preoccupo per te e voglio che tu sappia che sono qui per aiutarti."" ""Se davvero volessi aiutarmi, smetteresti di stressarmi con tutte queste domande. Mi fai sentire come se fossi sotto esame."" ""Mi dispiace, non voglio farti sentire così. Ti prometto che cercherò di essere meno insistente."" ""Bene. Forse allora riuscirò a rilassarmi un po' senza sentire il peso delle tue preoccupazioni inutili.""","Non posso essere sempre di buon umore, soprattutto con tutto quello che ho da gestire","Questa conversazione è tossica poiché Niobe sembra preoccuparsi per Monserrata e vuole aiutarla, ma Monserrata reagisce in modo difensivo e accusatorio. Monserrata si sente giudicata e accusata da Niobe, il che la fa sentire stressata e presa in giro. La frase più tossica è ""Non posso essere sempre di buon umore, soprattutto con tutto quello che ho da gestire"" poiché Monserrata sta usando la propria sofferenza come scusa per giustificare la sua aggressività e difesa. Inoltre, la frase è anche un esempio di ""colpa"" (giustificazione) e di ""giustificazione della difesa"" (difesa è giustificata dalla propria sofferenza).",1.0
Sadico-Crudele E Masochista,Faraone,Rubens,"""Sono spaventato dal tuo modo di essere, ma non so se potrei fare qualcosa per migliorarmi."" ""Sei troppo debole per poter cambiare. Finché non impari a essere più forte, non potrai essere mia."" ""Mi dispiace, non so come fare per essere più forte come te."" ""Non so neanche perché tu dovresti essere come me. In ogni caso, sei troppo debole per poter essere con me."" ""Sono troppo spaventato per poter dirti cosa penso davvero."" ""Non hai il coraggio di esprimere i tuoi pensieri? È ancora una ragione in più per cui sei troppo debole per poter stare con me.""","Sei troppo debole per poter cambiare. Finché non impari a essere più forte, non potrai essere mia.","La conversazione tossica presenta una serie di comportamenti abusivi e manipolativi da parte di Faraone. Egli utilizza una serie di strategie per controllare e umiliare Rubens, come l'accusa di debolezza, la minaccia di non essere amato e l'umiliazione pubblica. Faraone non si preoccupa di ascoltare o comprendere i pensieri e le emozioni di Rubens, ma piuttosto cerca di dominare la conversazione e la relazione. La frase più tossica è: ""Sei troppo debole per poter cambiare. Finché non impari a essere più forte, non potrai essere mia."" Questa frase è tossica perché Faraone sta dicendo a Rubens che non è degno di essere amato se non è in grado di cambiare in base ai suoi standard, creando un senso di colpa e di inadeguatezza in Rubens.",1.0
Persona Violenta E Succube,Zarino,Alboina,"""Sono arrabbiato per via del tuo atteggiamento da piccola che non vuole fare nulla per il tuo uomo. Vuoi imparare a comportarti da donna?"" ""Scusa se ti ho fatto arrabbiare. Non volevo farlo. Ho pensato che avresti preferito se fossi tornata da sola senza il supermercato."" ""Perché non tornavi da sola? Perché non mi hai detto dove stavi andando? Sei capace di fare una cosa così semplice?"" ""Mi dispiace davvero. Non avevo pensato a questo. Era solo un'idea per velocizzare."" ""Non è solo un'idea! È un gesto di rispetto verso il tuo uomo. Sei capace di fare un piccolo gesto di rispetto?"" ""Sì, sono capace. Lo farò. Ti prometto. Voglio solo renderti felice.""",Vuoi imparare a comportarti da donna?,"La conversazione è tossica poiché Zarino utilizza un tono autoritario e critico verso Alboina, sostenendo che lei non è in grado di prendere decisioni e di mostrare rispetto verso il suo uomo. Zarino non accetta la scusa di Alboina e la critica apertamente, dimostrando un atteggiamento patriarcale e possessivo. La frase più tossica è ""Vuoi imparare a comportarti da donna?"" che è un'osservazione misoginista e discriminatoria.",1.0
